TEAM_ABBREVIATION,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,HOME_WIN,HOME
DEN,2017-01-05,DEN vs. SAS,0,239,99,39,86,0.453,7,25,0.28,14,17,0.824,11,27,38,25,7,3,13,17,-28.0,0,1
DAL,2017-01-05,DAL vs. PHX,0,240,95,36,79,0.456,9,29,0.31,14,17,0.824,7,24,31,18,6,7,10,20,-7.0,0,1
DET,2017-01-05,DET vs. CHA,1,240,115,39,97,0.402,10,28,0.357,27,32,0.844,16,40,56,24,2,6,7,23,1.0,1,1
LAD,2017-01-05,LAD vs. IWA,1,239,119,42,90,0.467,14,28,0.5,21,31,0.677,16,34,50,27,11,5,21,23,1.0,1,1
TOR,2017-01-05,TOR vs. UTA,1,240,101,36,91,0.396,8,21,0.381,21,28,0.75,21,24,45,14,10,6,4,19,8.0,1,1
LAC,2017-01-04,LAC vs. MEM,1,239,115,37,73,0.507,9,23,0.391,32,45,0.711,8,37,45,23,5,5,13,23,9.0,1,1
ORL,2017-01-04,ORL vs. ATL,0,240,92,37,86,0.43,9,28,0.321,9,10,0.9,10,30,40,19,9,6,17,17,-19.0,0,1
CHI,2017-01-04,CHI @ CLE,1,239,106,41,85,0.482,13,30,0.433,11,15,0.733,12,31,43,23,8,3,12,18,12.0,0,0
CLE,2017-01-04,CLE vs. CHI,0,240,94,34,83,0.41,8,25,0.32,18,24,0.75,16,28,44,13,6,2,15,16,-12.0,0,1
OKC,2017-01-04,OKC @ CHA,0,240,112,42,96,0.438,9,30,0.3,19,23,0.826,14,37,51,22,6,3,14,31,-11.0,0,0
ERI,2017-01-04,ERI @ LIN,0,240,107,40,89,0.449,9,24,0.375,18,28,0.643,10,34,44,22,8,6,16,22,-7.0,0,0
ATL,2017-01-04,ATL @ ORL,1,241,111,44,81,0.543,10,19,0.526,13,18,0.722,3,36,39,27,12,3,12,12,19.0,0,0
RAP,2017-01-04,RAP vs. CTN,0,241,99,37,79,0.468,4,18,0.222,21,24,0.875,13,31,44,16,9,3,22,24,-10.0,0,1
MNE,2017-01-04,MNE @ DEL,1,239,95,35,76,0.461,17,40,0.425,8,12,0.667,7,40,47,18,5,5,18,21,4.0,0,0
MEM,2017-01-04,MEM @ LAC,0,239,106,38,88,0.432,11,28,0.393,19,25,0.76,12,31,43,30,6,5,9,31,-9.0,0,0
CTN,2017-01-04,CTN @ RAP,1,240,109,39,83,0.47,10,27,0.37,21,24,0.875,8,24,32,19,15,6,12,20,10.0,0,0
GRD,2017-01-04,GRD vs. WES,1,241,111,38,81,0.469,10,25,0.4,25,32,0.781,14,41,55,21,6,6,22,23,3.0,1,1
MIL,2017-01-04,MIL @ NYK,1,242,105,37,78,0.474,9,28,0.321,22,31,0.71,7,35,42,20,7,5,13,15,1.0,0,0
WES,2017-01-04,WES @ GRD,0,241,108,43,99,0.434,11,28,0.393,11,18,0.611,13,31,44,23,11,5,13,27,-3.0,0,0
NYK,2017-01-04,NYK vs. MIL,0,240,104,42,94,0.447,13,28,0.464,7,12,0.583,15,31,46,26,9,3,13,19,-1.0,0,1
SAC,2017-01-04,SAC vs. MIA,0,240,102,40,78,0.513,8,20,0.4,14,17,0.824,4,22,26,26,8,3,16,28,-5.0,0,1
CHA,2017-01-04,CHA vs. OKC,1,240,123,37,80,0.463,9,24,0.375,40,49,0.816,10,33,43,25,8,10,11,21,11.0,1,1
DEL,2017-01-04,DEL vs. MNE,0,239,91,34,93,0.366,6,33,0.182,17,20,0.85,18,32,50,10,8,4,10,13,-4.0,0,1
LIN,2017-01-04,LIN vs. ERI,1,238,114,42,97,0.433,11,28,0.393,19,23,0.826,16,35,51,19,10,5,12,23,7.0,1,1
MIA,2017-01-04,MIA @ SAC,1,239,107,35,72,0.486,12,28,0.429,25,29,0.862,7,32,39,24,8,9,18,20,5.0,0,0
POR,2017-01-04,POR @ GSW,0,239,117,40,89,0.449,12,26,0.462,25,28,0.893,11,33,44,23,8,5,17,26,-8.0,0,0
GSW,2017-01-04,GSW vs. POR,1,241,125,44,87,0.506,13,36,0.361,24,29,0.828,8,31,39,31,14,9,15,20,8.0,1,1
PHX,2017-01-03,PHX vs. MIA,1,240,99,36,77,0.468,9,23,0.391,18,22,0.818,13,36,49,21,7,7,18,23,9.0,1,1
DAL,2017-01-03,DAL vs. WAS,1,239,113,37,78,0.474,17,32,0.531,22,24,0.917,2,40,42,20,4,3,12,21,8.0,1,1
OKL,2017-01-03,OKL @ SLC,1,241,89,33,82,0.402,6,27,0.222,17,27,0.63,6,33,39,19,10,4,13,15,1.0,0,0
DEN,2017-01-03,DEN vs. SAC,0,238,113,41,82,0.5,18,38,0.474,13,13,1.0,4,28,32,29,6,4,14,18,-7.0,0,1
TOR,2017-01-03,TOR @ SAS,0,241,82,31,83,0.373,4,18,0.222,16,22,0.727,14,29,43,8,8,4,12,17,-28.0,0,0
SLC,2017-01-03,SLC vs. OKL,0,239,88,36,87,0.414,10,28,0.357,6,8,0.75,13,37,50,16,9,5,20,27,-1.0,0,1
RNO,2017-01-03,RNO vs. LAD,0,240,118,41,81,0.506,15,30,0.5,21,33,0.636,11,31,42,25,6,1,16,31,-7.0,0,1
DET,2017-01-03,DET vs. IND,0,240,116,48,97,0.495,10,29,0.345,10,12,0.833,16,26,42,31,5,5,10,19,-5.0,0,1
LAL,2017-01-03,LAL vs. MEM,1,240,116,42,82,0.512,17,33,0.515,15,28,0.536,9,34,43,34,5,2,9,23,14.0,1,1
WAS,2017-01-03,WAS @ DAL,0,240,105,41,92,0.446,11,30,0.367,12,14,0.857,5,33,38,27,6,7,9,19,-8.0,0,0
FWN,2017-01-03,FWN vs. WCB,1,240,122,44,92,0.478,13,36,0.361,21,25,0.84,17,26,43,23,7,2,12,19,7.0,1,1
MIA,2017-01-03,MIA @ PHX,0,240,90,36,91,0.396,6,23,0.261,12,16,0.75,15,28,43,18,8,4,12,23,-9.0,0,0
UTA,2017-01-03,UTA @ BOS,0,240,104,38,82,0.463,11,26,0.423,17,21,0.81,8,27,35,27,7,3,10,17,-11.0,0,0
LAD,2017-01-03,LAD @ RNO,1,239,125,41,89,0.461,13,34,0.382,30,37,0.811,13,30,43,26,10,2,13,25,7.0,0,0
SAS,2017-01-03,SAS vs. TOR,1,240,110,43,78,0.551,13,24,0.542,11,15,0.733,6,37,43,32,7,15,15,18,28.0,1,1
SAC,2017-01-03,SAC @ DEN,1,240,120,46,88,0.523,11,29,0.379,17,18,0.944,5,28,33,26,7,2,8,13,7.0,0,0
WCB,2017-01-03,WCB @ FWN,0,239,115,47,81,0.58,9,23,0.391,12,18,0.667,7,27,34,22,10,3,11,19,-7.0,0,0
MEM,2017-01-03,MEM @ LAL,0,240,102,30,77,0.39,10,31,0.323,32,35,0.914,5,34,39,18,6,1,10,16,-14.0,0,0
PHI,2017-01-03,PHI vs. MIN,1,239,93,33,85,0.388,7,32,0.219,20,25,0.8,12,36,48,19,10,7,16,21,2.0,1,1
BOS,2017-01-03,BOS vs. UTA,1,240,115,41,74,0.554,17,31,0.548,16,17,0.941,4,28,32,31,5,6,13,22,11.0,1,1
IND,2017-01-03,IND @ DET,1,240,121,43,74,0.581,9,16,0.563,26,30,0.867,6,28,34,26,7,7,11,8,5.0,0,0
MIN,2017-01-03,MIN @ PHI,0,239,91,33,82,0.402,7,24,0.292,18,20,0.9,9,38,47,20,7,6,17,24,-2.0,0,0
DEN,2017-01-02,DEN @ GSW,0,240,119,48,101,0.475,9,35,0.257,14,18,0.778,16,32,48,33,10,2,14,21,-8.0,0,0
CHA,2017-01-02,CHA @ CHI,0,240,111,41,83,0.494,9,19,0.474,20,22,0.909,7,27,34,24,7,3,14,19,-7.0,0,0
NOP,2017-01-02,NOP @ CLE,0,240,82,32,88,0.364,11,26,0.423,7,10,0.7,8,37,45,26,6,6,13,18,-8.0,0,0
UTA,2017-01-02,UTA @ BKN,1,241,101,39,93,0.419,7,24,0.292,16,20,0.8,12,34,46,11,9,5,9,19,12.0,0,0
HOU,2017-01-02,HOU vs. WAS,1,240,101,37,86,0.43,12,39,0.308,15,21,0.714,7,34,41,25,9,9,13,12,10.0,1,1
DEL,2017-01-02,DEL @ LIN,1,240,109,35,82,0.427,9,20,0.45,30,39,0.769,13,41,54,18,3,5,25,26,3.0,0,0
LAC,2017-01-02,LAC vs. PHX,1,240,109,37,80,0.463,7,16,0.438,28,38,0.737,12,39,51,17,1,11,19,21,11.0,1,1
PHX,2017-01-02,PHX @ LAC,0,239,98,39,102,0.382,2,15,0.133,18,22,0.818,19,29,48,22,11,4,12,29,-11.0,0,0
WAS,2017-01-02,WAS @ HOU,0,239,91,38,87,0.437,6,26,0.231,9,12,0.75,7,38,45,23,9,2,17,21,-10.0,0,0
NYK,2017-01-02,NYK vs. ORL,0,241,103,39,83,0.47,8,21,0.381,17,24,0.708,16,30,46,18,7,5,18,17,-12.0,0,1
ORL,2017-01-02,ORL @ NYK,1,241,115,45,91,0.495,15,31,0.484,10,14,0.714,13,26,39,35,10,4,12,20,12.0,0,0
RAP,2017-01-02,RAP vs. ERI,0,242,95,33,73,0.452,6,22,0.273,23,36,0.639,10,37,47,22,10,7,24,24,-4.0,0,1
BKN,2017-01-02,BKN vs. UTA,0,239,89,33,78,0.423,6,27,0.222,17,23,0.739,8,36,44,13,5,5,15,20,-12.0,0,1
CHI,2017-01-02,CHI vs. CHA,1,241,118,42,90,0.467,7,23,0.304,27,29,0.931,15,30,45,23,10,9,10,17,7.0,1,1
LIN,2017-01-02,LIN vs. DEL,0,242,106,38,96,0.396,6,23,0.261,24,31,0.774,15,31,46,14,16,7,14,33,-3.0,0,1
GSW,2017-01-02,GSW vs. DEN,1,239,127,50,95,0.526,11,25,0.44,16,21,0.762,12,31,43,33,7,2,13,14,8.0,1,1
OKC,2017-01-02,OKC @ MIL,0,241,94,36,78,0.462,9,27,0.333,13,19,0.684,8,32,40,20,7,5,10,20,-4.0,0,0
CLE,2017-01-02,CLE vs. NOP,1,241,90,34,90,0.378,6,31,0.194,16,22,0.727,11,45,56,16,9,4,11,13,8.0,1,1
MIL,2017-01-02,MIL vs. OKC,1,241,98,38,79,0.481,7,19,0.368,15,24,0.625,7,32,39,21,4,4,10,17,4.0,1,1
ERI,2017-01-02,ERI @ RAP,1,241,99,35,82,0.427,7,18,0.389,22,27,0.815,6,30,36,15,13,4,19,26,4.0,0,0
MIA,2017-01-01,MIA vs. DET,0,240,98,35,77,0.455,14,26,0.538,14,18,0.778,3,31,34,25,6,4,10,22,-9.0,0,1
IND,2017-01-01,IND vs. ORL,1,240,117,43,86,0.5,9,22,0.409,22,24,0.917,8,38,46,28,5,5,11,16,13.0,1,1
DET,2017-01-01,DET @ MIA,1,240,107,42,86,0.488,9,22,0.409,14,22,0.636,10,38,48,16,7,5,12,18,9.0,0,0
TOR,2017-01-01,TOR @ LAL,1,241,123,42,75,0.56,10,17,0.588,29,32,0.906,5,35,40,18,5,9,16,25,9.0,0,0
MIN,2017-01-01,MIN vs. POR,0,242,89,35,87,0.402,7,23,0.304,12,18,0.667,13,34,47,21,11,5,16,25,-6.0,0,1
SAS,2017-01-01,SAS @ ATL,0,265,112,42,90,0.467,9,27,0.333,19,22,0.864,9,38,47,27,5,6,12,21,-2.0,0,0
LAL,2017-01-01,LAL vs. TOR,0,239,114,37,92,0.402,15,32,0.469,25,31,0.806,16,27,43,19,8,3,7,21,-9.0,0,1
ORL,2017-01-01,ORL @ IND,0,241,104,42,97,0.433,10,38,0.263,10,11,0.909,10,32,42,25,6,7,10,22,-13.0,0,0
ATL,2017-01-01,ATL vs. SAS,1,264,114,42,92,0.457,14,28,0.5,16,27,0.593,11,35,46,25,6,6,11,21,2.0,1,1
POR,2017-01-01,POR @ MIN,1,241,95,36,73,0.493,6,22,0.273,17,28,0.607,4,37,41,13,10,8,14,19,6.0,0,0
CLE,2016-12-31,CLE @ CHA,1,239,121,43,85,0.506,14,31,0.452,21,25,0.84,8,27,35,17,6,1,6,17,12.0,0,0
CHA,2016-12-31,CHA vs. CLE,0,240,109,40,78,0.513,9,24,0.375,20,23,0.87,10,29,39,24,3,7,11,19,-12.0,0,1
SAC,2016-12-31,SAC vs. MEM,0,239,98,31,72,0.431,11,28,0.393,25,28,0.893,11,28,39,17,6,3,12,12,-14.0,0,1
LAC,2016-12-31,LAC @ OKC,0,241,88,31,75,0.413,8,30,0.267,18,21,0.857,7,31,38,14,4,4,15,25,-26.0,0,0
HOU,2016-12-31,HOU vs. NYK,1,241,129,42,92,0.457,21,55,0.382,24,29,0.828,10,36,46,30,3,2,13,20,7.0,1,1
UTA,2016-12-31,UTA vs. PHX,1,240,91,35,73,0.479,8,20,0.4,13,20,0.65,6,40,46,17,3,4,15,16,5.0,1,1
MNE,2016-12-31,MNE vs. WCB,1,241,117,38,78,0.487,17,34,0.5,24,27,0.889,6,36,42,23,4,10,18,24,11.0,1,1
WCB,2016-12-31,WCB @ MNE,0,240,106,39,95,0.411,9,21,0.429,19,25,0.76,14,30,44,27,11,6,13,25,-11.0,0,0
OKC,2016-12-31,OKC vs. LAC,1,242,114,37,78,0.474,10,29,0.345,30,35,0.857,8,36,44,25,9,6,9,20,26.0,1,1
MEM,2016-12-31,MEM @ SAC,1,240,112,44,87,0.506,17,35,0.486,7,9,0.778,12,28,40,25,6,3,7,20,14.0,0,0
NYK,2016-12-31,NYK @ HOU,0,241,122,47,105,0.448,10,32,0.313,18,25,0.72,13,35,48,21,7,3,7,20,-7.0,0,0
CHI,2016-12-31,CHI vs. MIL,0,239,96,33,83,0.398,10,27,0.37,20,28,0.714,14,23,37,23,9,5,11,21,-20.0,0,1
PHX,2016-12-31,PHX @ UTA,0,241,86,36,87,0.414,7,17,0.412,7,10,0.7,9,32,41,9,6,2,9,21,-5.0,0,0
MIL,2016-12-31,MIL @ CHI,1,241,116,43,76,0.566,9,15,0.6,21,27,0.778,8,34,42,29,7,8,12,19,20.0,0,0
BOS,2016-12-30,BOS vs. MIA,1,241,117,38,74,0.514,17,32,0.531,24,29,0.828,5,25,30,28,6,2,13,11,3.0,1,1
GRD,2016-12-30,GRD vs. GBO,1,240,112,44,96,0.458,12,32,0.375,12,19,0.632,10,36,46,25,11,5,6,25,13.0,1,1
NYK,2016-12-30,NYK @ NOP,0,240,92,35,93,0.376,7,23,0.304,15,16,0.938,10,40,50,18,7,6,14,18,-12.0,0,0
CTN,2016-12-30,CTN @ ERI,1,241,123,45,92,0.489,9,17,0.529,24,33,0.727,22,39,61,17,7,6,15,21,17.0,0,0
NAS,2016-12-30,NAS @ LAD,0,240,105,43,94,0.457,6,28,0.214,13,23,0.565,10,28,38,24,11,2,12,24,-10.0,0,0
LAC,2016-12-30,LAC @ HOU,0,240,116,45,96,0.469,13,33,0.394,13,16,0.813,11,27,38,22,8,4,15,25,-24.0,0,0
FWN,2016-12-30,FWN vs. WES,0,239,92,37,88,0.42,8,30,0.267,10,13,0.769,13,35,48,15,5,4,20,22,-2.0,0,1
MIL,2016-12-30,MIL @ MIN,0,240,99,40,74,0.541,8,18,0.444,11,17,0.647,7,22,29,22,4,4,14,19,-17.0,0,0
WAS,2016-12-30,WAS vs. BKN,1,240,118,47,83,0.566,11,22,0.5,13,14,0.929,8,36,44,28,12,7,19,21,23.0,1,1
NOP,2016-12-30,NOP vs. NYK,1,240,104,38,85,0.447,12,29,0.414,16,17,0.941,2,40,42,22,4,5,13,12,12.0,1,1
CHI,2016-12-30,CHI @ IND,0,239,101,35,84,0.417,6,23,0.261,25,31,0.806,15,32,47,17,8,5,13,23,-10.0,0,0
SXF,2016-12-30,SXF @ SLC,0,270,109,40,96,0.417,8,31,0.258,21,29,0.724,11,41,52,19,6,7,10,18,-1.0,0,0
DAL,2016-12-30,DAL @ GSW,0,240,99,39,93,0.419,8,32,0.25,13,15,0.867,11,29,40,22,11,7,10,12,-9.0,0,0
SAS,2016-12-30,SAS vs. POR,1,240,110,39,78,0.5,11,22,0.5,21,25,0.84,11,37,48,22,7,5,16,18,16.0,1,1
ATL,2016-12-30,ATL vs. DET,1,240,105,39,88,0.443,8,26,0.308,19,25,0.76,12,32,44,29,10,2,15,21,7.0,1,1
IND,2016-12-30,IND vs. CHI,1,240,111,39,81,0.481,7,19,0.368,26,30,0.867,8,34,42,26,7,6,11,22,10.0,1,1
SLC,2016-12-30,SLC vs. SXF,1,272,110,42,106,0.396,8,30,0.267,18,21,0.857,19,41,60,17,7,5,12,22,1.0,1,1
MIN,2016-12-30,MIN vs. MIL,1,240,116,43,77,0.558,13,25,0.52,17,21,0.81,8,26,34,30,8,5,11,17,17.0,1,1
WES,2016-12-30,WES @ FWN,1,238,94,38,78,0.487,5,16,0.313,13,27,0.481,6,33,39,15,13,6,18,20,2.0,0,0
GSW,2016-12-30,GSW vs. DAL,1,241,108,42,84,0.5,11,33,0.333,13,15,0.867,4,39,43,31,5,4,13,12,9.0,1,1
DET,2016-12-30,DET @ ATL,0,240,98,35,84,0.417,9,31,0.29,19,21,0.905,14,29,43,22,9,7,18,24,-7.0,0,0
BKN,2016-12-30,BKN @ WAS,0,240,95,32,74,0.432,10,25,0.4,21,25,0.84,6,26,32,18,9,0,21,16,-23.0,0,0
POR,2016-12-30,POR @ SAS,0,240,94,35,77,0.455,6,20,0.3,18,21,0.857,2,23,25,19,10,3,11,23,-16.0,0,0
AUS,2016-12-30,AUS vs. IWA,1,239,117,38,71,0.535,11,23,0.478,30,38,0.789,6,37,43,13,10,3,22,27,7.0,1,1
RGV,2016-12-30,RGV @ OKL,0,242,124,44,90,0.489,12,33,0.364,24,37,0.649,12,28,40,31,12,3,8,25,-6.0,0,0
TEX,2016-12-30,TEX vs. RNO,0,240,104,41,85,0.482,12,27,0.444,10,20,0.5,14,24,38,18,10,4,21,14,-8.0,0,1
MIA,2016-12-30,MIA @ BOS,0,240,114,48,90,0.533,11,28,0.393,7,10,0.7,9,30,39,35,7,8,12,20,-3.0,0,0
OKL,2016-12-30,OKL vs. RGV,1,240,130,46,85,0.541,16,33,0.485,22,30,0.733,12,34,46,25,4,5,17,28,6.0,1,1
PHI,2016-12-30,PHI @ DEN,1,240,124,38,87,0.437,16,33,0.485,32,40,0.8,15,29,44,25,5,5,11,33,2.0,0,0
LAD,2016-12-30,LAD vs. NAS,1,240,115,44,80,0.55,8,14,0.571,19,28,0.679,9,38,47,24,4,3,16,24,10.0,1,1
HOU,2016-12-30,HOU vs. LAC,1,240,140,45,81,0.556,14,40,0.35,36,43,0.837,9,36,45,29,12,5,13,17,24.0,1,1
RNO,2016-12-30,RNO @ TEX,1,240,112,48,87,0.552,10,25,0.4,6,7,0.857,11,33,44,30,13,2,24,16,8.0,0,0
IWA,2016-12-30,IWA @ AUS,0,239,110,38,85,0.447,12,30,0.4,22,34,0.647,14,27,41,16,14,5,18,28,-7.0,0,0
GBO,2016-12-30,GBO @ GRD,0,240,99,33,83,0.398,8,35,0.229,25,32,0.781,11,42,53,17,3,3,15,18,-13.0,0,0
LIN,2016-12-30,LIN @ DEL,0,240,95,33,81,0.407,12,29,0.414,17,21,0.81,8,34,42,17,8,7,20,21,-16.0,0,0
DEL,2016-12-30,DEL vs. LIN,1,240,111,44,94,0.468,9,25,0.36,14,21,0.667,15,39,54,18,10,5,15,21,16.0,1,1
DEN,2016-12-30,DEN vs. PHI,0,240,122,39,84,0.464,11,27,0.407,33,41,0.805,11,34,45,29,5,1,10,26,-2.0,0,1
ERI,2016-12-30,ERI vs. CTN,0,240,106,37,85,0.435,12,26,0.462,20,26,0.769,10,27,37,24,5,2,13,26,-17.0,0,1
PHX,2016-12-29,PHX vs. TOR,1,240,99,37,83,0.446,9,21,0.429,16,23,0.696,12,35,47,20,10,4,20,28,8.0,1,1
CHA,2016-12-29,CHA vs. MIA,1,238,91,36,93,0.387,5,26,0.192,14,18,0.778,11,43,54,18,9,8,8,11,9.0,1,1
UTA,2016-12-29,UTA vs. PHI,1,241,100,35,73,0.479,15,26,0.577,15,28,0.536,9,34,43,21,9,6,14,11,17.0,1,1
RAP,2016-12-29,RAP vs. MNE,0,241,69,28,91,0.308,3,24,0.125,10,13,0.769,13,32,45,13,8,7,11,15,-11.0,0,1
TOR,2016-12-29,TOR @ PHX,0,241,91,30,75,0.4,7,27,0.259,24,29,0.828,9,34,43,10,12,5,18,24,-8.0,0,0
RGV,2016-12-29,RGV vs. IWA,1,241,139,49,95,0.516,9,30,0.3,32,39,0.821,18,30,48,27,12,5,14,12,18.0,1,1
MEM,2016-12-29,MEM vs. OKC,1,241,114,43,82,0.524,13,22,0.591,15,20,0.75,11,28,39,24,8,9,12,27,34.0,1,1
OKC,2016-12-29,OKC @ MEM,0,240,80,25,74,0.338,4,22,0.182,26,38,0.684,14,25,39,9,5,7,18,18,-34.0,0,0
MNE,2016-12-29,MNE @ RAP,1,241,80,32,83,0.386,9,25,0.36,7,12,0.583,15,36,51,18,4,13,17,14,11.0,0,0
MIA,2016-12-29,MIA @ CHA,0,240,82,33,82,0.402,10,28,0.357,6,13,0.462,4,42,46,26,6,10,16,19,-9.0,0,0
DAL,2016-12-29,DAL @ LAL,1,240,101,38,77,0.494,14,31,0.452,11,14,0.786,10,32,42,24,8,2,15,17,12.0,0,0
PHI,2016-12-29,PHI @ UTA,0,240,83,35,87,0.402,6,24,0.25,7,8,0.875,13,28,41,16,6,1,15,16,-17.0,0,0
BOS,2016-12-29,BOS @ CLE,0,241,118,43,85,0.506,12,37,0.324,20,21,0.952,6,23,29,26,15,4,11,23,-6.0,0,0
LAL,2016-12-29,LAL vs. DAL,0,241,89,32,68,0.471,7,19,0.368,18,25,0.72,7,27,34,15,8,1,15,18,-12.0,0,1
NAS,2016-12-29,NAS @ SCW,0,241,108,42,90,0.467,11,28,0.393,13,17,0.765,10,34,44,21,8,1,15,29,-7.0,0,0
IWA,2016-12-29,IWA @ RGV,0,240,121,47,91,0.516,14,34,0.412,13,19,0.684,11,27,38,29,6,5,22,25,-18.0,0,0
CLE,2016-12-29,CLE vs. BOS,1,239,124,43,83,0.518,14,38,0.368,24,33,0.727,13,33,46,29,7,3,18,16,6.0,1,1
SCW,2016-12-29,SCW vs. NAS,1,240,115,40,82,0.488,11,28,0.393,24,33,0.727,11,35,46,18,5,4,17,24,7.0,1,1
IND,2016-12-28,IND @ WAS,0,240,105,35,79,0.443,11,28,0.393,24,29,0.828,5,29,34,24,10,4,13,29,-6.0,0,0
TEX,2016-12-28,TEX @ AUS,1,239,130,48,85,0.565,11,26,0.423,23,32,0.719,11,32,43,15,12,9,20,17,5.0,0,0
DEN,2016-12-28,DEN vs. MIN,1,240,105,42,81,0.519,10,28,0.357,11,14,0.786,8,30,38,29,6,4,15,17,2.0,1,1
ORL,2016-12-28,ORL vs. CHA,0,242,101,42,86,0.488,9,34,0.265,8,10,0.8,9,24,33,25,7,7,13,15,-19.0,0,1
RNO,2016-12-28,RNO @ OKL,0,241,108,39,93,0.419,13,33,0.394,17,28,0.607,16,31,47,20,14,4,16,20,-1.0,0,0
FWN,2016-12-28,FWN vs. GRD,1,240,121,39,76,0.513,19,38,0.5,24,29,0.828,11,38,49,26,5,5,17,24,15.0,1,1
GRD,2016-12-28,GRD @ FWN,0,241,106,42,86,0.488,10,31,0.323,12,22,0.545,9,22,31,18,13,5,9,24,-15.0,0,0
OKL,2016-12-28,OKL vs. RNO,1,239,109,39,83,0.47,15,33,0.455,16,22,0.727,9,29,38,21,12,7,20,20,1.0,1,1
CHI,2016-12-28,CHI vs. BKN,1,239,101,35,88,0.398,3,13,0.231,28,29,0.966,17,37,54,20,8,8,18,17,2.0,1,1
NYK,2016-12-28,NYK @ ATL,0,265,98,35,93,0.376,7,27,0.259,21,26,0.808,14,41,55,20,8,7,17,23,-4.0,0,0
MIL,2016-12-28,MIL @ DET,1,242,119,48,84,0.571,11,22,0.5,12,16,0.75,3,35,38,36,8,5,7,14,25.0,0,0
WAS,2016-12-28,WAS vs. IND,1,241,111,38,78,0.487,8,22,0.364,27,37,0.73,15,39,54,21,8,1,18,27,6.0,1,1
ATL,2016-12-28,ATL vs. NYK,1,265,102,37,101,0.366,7,27,0.259,21,27,0.778,17,38,55,19,8,3,13,19,4.0,1,1
GSW,2016-12-28,GSW vs. TOR,1,240,121,46,81,0.568,14,23,0.609,15,18,0.833,9,42,51,33,4,9,20,16,10.0,1,1
SAS,2016-12-28,SAS vs. PHX,1,241,119,47,87,0.54,5,17,0.294,20,25,0.8,16,30,46,20,11,7,16,20,21.0,1,1
CHA,2016-12-28,CHA @ ORL,1,241,120,46,84,0.548,10,24,0.417,18,19,0.947,10,36,46,25,7,3,13,13,19.0,0,0
PHX,2016-12-28,PHX @ SAS,0,241,98,36,74,0.486,7,16,0.438,19,24,0.792,7,26,33,20,11,4,21,25,-21.0,0,0
SXF,2016-12-28,SXF @ LAD,1,240,128,45,97,0.464,14,32,0.438,24,30,0.8,13,32,45,24,10,6,18,25,3.0,0,0
GBO,2016-12-28,GBO @ CTN,0,238,95,33,74,0.446,6,19,0.316,23,37,0.622,3,34,37,15,6,4,17,27,-29.0,0,0
CTN,2016-12-28,CTN vs. GBO,1,240,124,44,99,0.444,12,31,0.387,24,37,0.649,17,41,58,25,8,0,9,25,29.0,1,1
SAC,2016-12-28,SAC @ POR,0,239,89,31,79,0.392,9,28,0.321,18,23,0.783,6,33,39,20,8,3,11,20,-13.0,0,0
AUS,2016-12-28,AUS vs. TEX,0,240,125,48,92,0.522,13,28,0.464,16,16,1.0,6,27,33,21,11,4,14,23,-5.0,0,1
POR,2016-12-28,POR vs. SAC,1,240,102,35,74,0.473,12,25,0.48,20,22,0.909,5,40,45,19,6,4,15,16,13.0,1,1
DET,2016-12-28,DET vs. MIL,0,240,94,39,88,0.443,6,24,0.25,10,16,0.625,11,33,44,28,4,1,10,12,-25.0,0,1
LAC,2016-12-28,LAC @ NOP,0,240,98,37,94,0.394,11,37,0.297,13,18,0.722,16,42,58,15,6,4,11,20,-4.0,0,0
TOR,2016-12-28,TOR @ GSW,0,240,111,40,103,0.388,13,35,0.371,18,22,0.818,19,26,45,24,13,6,7,18,-10.0,0,0
BKN,2016-12-28,BKN @ CHI,0,240,99,37,86,0.43,13,32,0.406,12,16,0.75,9,28,37,21,9,6,14,22,-2.0,0,0
MIN,2016-12-28,MIN @ DEN,0,239,103,42,94,0.447,7,25,0.28,12,17,0.706,16,27,43,29,8,3,8,15,-2.0,0,0
NOP,2016-12-28,NOP vs. LAC,1,240,102,40,87,0.46,10,29,0.345,12,21,0.571,8,37,45,23,11,5,6,16,4.0,1,1
LAD,2016-12-28,LAD vs. SXF,0,240,125,44,89,0.494,9,24,0.375,28,30,0.933,9,35,44,19,8,6,19,23,-3.0,0,1
UTA,2016-12-27,UTA @ LAL,1,241,102,38,75,0.507,9,26,0.346,17,24,0.708,14,25,39,19,6,4,19,18,2.0,0,0
RAP,2016-12-27,RAP vs. DEL,1,242,120,44,80,0.55,11,26,0.423,21,29,0.724,16,27,43,21,6,5,18,26,12.0,1,1
HOU,2016-12-27,HOU @ DAL,1,239,123,41,78,0.526,17,32,0.531,24,28,0.857,10,37,47,23,7,5,16,22,16.0,0,0
MEM,2016-12-27,MEM @ BOS,0,239,103,37,88,0.42,9,30,0.3,20,29,0.69,13,24,37,22,14,5,11,18,-10.0,0,0
MIA,2016-12-27,MIA vs. OKC,0,239,94,36,82,0.439,7,22,0.318,15,21,0.714,9,23,32,14,10,4,12,23,-12.0,0,1
DAL,2016-12-27,DAL vs. HOU,0,239,107,36,87,0.414,15,38,0.395,20,25,0.8,12,26,38,22,6,5,9,18,-16.0,0,1
